IDBASE;LIBELLEFRANCAIS;GENRE;ESPECE;ADRESSE;TYPEEMPLACEMENT;DOMANIALITE;ARRONDISSEMENT;COMPLEMENTADRESSE;NUMERO;IDEMPLACEMENT;CIRCONFERENCE_EN_CM;HAUTEUR_EN_M;STADEDEVELOPPEMENT;PEPINIERE;VARIETE_OU_CULTIVAR;DATEPLANTATION;REMARQUABLE;Geo_point
106913.0;Cèdre;Cedrus;libani;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE;Arbre;Jardin;PARIS 7E ARRDT;Canton 07;;P00709013;308.0;20.0;Mature;Inconnue;''Glauca'';1699-12-31T20:15:33-03:54;OUI;48.85437945,2.29862973163
125063.0;Orme;Ulmus;glabra;SQUARE JEAN XXIII / 2 QUAI DE L ARCHEVECHE;Arbre;Jardin;PARIS 4E ARRDT;;;302002;167.0;10.0;Adulte;Inconnue;''Pendula'';1699-12-31T20:15:33-03:54;OUI;48.8521020309,2.35080387137
132543.0;Platane;Platanus;orientalis;SQUARE MICHEL-FOUCAULT / 43Q RUE DES ECOLES;Arbre;Jardin;PARIS 5E ARRDT;;;2;450.0;24.0;Mature;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8493165016,2.34518635839
114452.0;Micocoulier;Celtis;koraiensis;JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT;Arbre;Jardin;PARIS 16E ARRDT;;;60082;173.0;9.0;Adulte;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8460398085,2.25406628275
121632.0;Hêtre;Fagus;sylvatica;SQUARE DU SERMENT DE KOUFRA;Arbre;Jardin;PARIS 14E ARRDT;14/set;;174;315.0;15.0;Mature;Inconnue;''Atropunicea'';1699-12-31T20:15:33-03:54;OUI;48.8217882346,2.3228497157
106715.0;Plaqueminier;Diospyros;kaki;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;P00905010;118.0;14.0;Adulte;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8558049513,2.30030293309
120518.0;Pterocarya;Pterocarya;fraxinifolia;SQUARE LOUISE MICHEL / 6 PLACE SAINT PIERRE;Arbre;Jardin;PARIS 18E ARRDT;Le grand Talus;;504012;374.0;26.0;Mature;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8860986781,2.3446801359
138935.0;Cèdre;Cedrus;libani;SQUARE CLAUDE DEBUSSY / 51 AVENUE DU MARECHAL FAYOLLE;Arbre;Jardin;PARIS 16E ARRDT;16-24;;101001;220.0;6.0;Mature;Inconnue;''Glauca Pendula'';1699-12-31T20:15:33-03:54;OUI;48.8672280446,2.27026875561
2002380.0;Pin;Pinus;bungeana;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;Arbre;Jardin;BOIS DE VINCENNES;dez/19;;dez/19;78.0;16.0;Adulte;Inconnue;;1999-12-31T22:00:00-03:00;OUI;48.8213206283,2.45536669589
2002381.0;Orme de Sibérie;Zelkova;carpinifolia;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;Arbre;Jardin;BOIS DE VINCENNES;dez/21;;dez/21;315.0;18.0;Mature;Inconnue;;1999-12-31T22:00:00-03:00;OUI;48.821579307,2.45494663547
2002384.0;Cèdre;Cedrus;libani;LAC DE GRAVELLE - ROUTE DU PESAGE / ROUTE DE LA TOURELLE;Arbre;Jardin;BOIS DE VINCENNES;dez/16;;dez/16;420.0;22.0;Mature;Inconnue;;1828-12-31T20:15:33-03:54;OUI;48.8201255055,2.4451177535
120016.0;Cedrele;Toona;sinensis;SQUARE KRIEGEL - VALRIMONT;Arbre;Jardin;PARIS 18E ARRDT;18/ago;;9;238.0;15.0;Mature;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.893355459,2.34682048372
110934.0;Chêne;Quercus;ilex;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;Arbre;Jardin;PARIS 14E ARRDT;Volcan / Puits;;0311B1011;255.0;15.0;Mature;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8218388917,2.33578615166
140495.0;Erable;Acer;monspessulanum;CIMETIERE DU PERE LACHAISE / DIV 77;Arbre;CIMETIERE;PARIS 20E ARRDT;20/jul;;D00000077020;232.0;14.0;Mature;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.86193299,2.39871043218
139108.0;Chicot du Canada;Gymnocladus;dioica;SQUARE ROBERT SCHUMAN;Arbre;Jardin;PARIS 16E ARRDT;16-42;;7;173.0;13.0;Mature;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8691331657,2.27224829769
307558.0;Lilas de Perse;Melia;azedarach;JARDINS DES CHAMPS ELYSEES - JARDIN DES AMBASSADEURS / 10 AVENUE DES CHAMPS ELYSEES;Arbre;Jardin;PARIS 8E ARRDT;Secteur Ambassadeurs;;112001;168.0;14.0;Adulte;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8672440883,2.31751956055
120761.0;Sophora;Sophora;japonica;SQUARE NADAR / 2 RUE SAINT ELEUTHERE;Arbre;Jardin;PARIS 18E ARRDT;18/jul;;102003;310.0;17.0;Mature;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8859514292,2.34167969275
128373.0;Hêtre;Fagus;sylvatica;SQUARE DU CLOS FEUQUIERES;Arbre;Jardin;PARIS 15E ARRDT;;;2;130.0;5.0;Adulte;Inconnue;''Pendula'';1972-12-31T22:00:00-03:00;OUI;48.8363411221,2.29020948574
114869.0;Savonnier;Koelreuteria;paniculata;JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH;Arbre;Jardin;PARIS 16E ARRDT;PELOUSE 10 - 20 à 26;;000206001 / 16-34;164.0;8.0;Adulte;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8735408016,2.29045015635
136321.0;Tulipier;Liriodendron;tulipifera;JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT;Arbre;Jardin;PARIS 16E ARRDT;;;40037;211.0;23.0;Adulte;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8465006206,2.25226717382
120588.0;Platane;Platanus;orientalis;SQUARE LOUISE MICHEL / 6 PLACE SAINT PIERRE;Arbre;Jardin;PARIS 18E ARRDT;Place Saint-Pierre;;103015;520.0;28.0;Mature;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8846084353,2.34391625485
112946.0;Arbre aux quarante écus;Ginkgo;biloba;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;Arbre;Jardin;PARIS 14E ARRDT;Talus du Lac;;0417A2001;430.0;20.0;Mature;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8231288576,2.33870925824
2002389.0;Platane;Platanus;x hispanica;ROUTE DU LAC A BAGATELLE;Arbre;Jardin;BOIS DE BOULOGNE;16/out;;1201001;534.0;45.0;Mature;Inconnue;;1871-12-31T20:15:33-03:54;OUI;48.8671184424,2.25294211329
136460.0;Bouleau;Betula;nigra;JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT;Arbre;Jardin;PARIS 16E ARRDT;;;30015;219.0;20.0;Mature;Inconnue;;1981-12-31T22:00:00-03:00;OUI;48.8477822447,2.25372288858
2002349.0;Pin;Pinus;nigra subsp. laricio;RESERVOIR DE LA GRANDE CASCADE - CARREFOUR DE LONGCHAMP;Arbre;Jardin;BOIS DE BOULOGNE;16/ago;;901001;241.0;30.0;Mature;Inconnue;;1881-12-31T20:15:33-03:54;OUI;48.8630096006,2.2417737512
135262.0;Pterocarya;Pterocarya;fraxinifolia;SQUARE DES BATIGNOLLES;Arbre;Jardin;PARIS 17E ARRDT;17/jul;;72;397.0;30.0;Mature;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8872385242,2.31716310443
2002372.0;Hêtre;Fagus;sylvatica;SQUARE CARNOT - AVENUE DAUMESNIL / ESPLANADE DU CHATEAU DE VINCENNES;Arbre;Jardin;BOIS DE VINCENNES;dez/22;;dez/22;415.0;16.0;Mature;Inconnue;''Pendula'';1863-12-31T20:15:33-03:54;OUI;48.839886234,2.43388312679
2002375.0;Chêne;Quercus;robur;FORT NEUF - AVENUE DE LA PEPINIERE / ROUTE DU GRAND MARECHAL;Arbre;Jardin;BOIS DE VINCENNES;dez/26;;dez/26;472.0;30.0;Mature;Inconnue;;1814-12-31T20:15:33-03:54;OUI;48.8433078707,2.44974260862
298210.0;Platane;Platanus;x hispanica;QUAI SAINT BERNARD;Arbre;Alignement;PARIS 5E ARRDT;Jussieux;;301059;375.0;25.0;Mature;Inconnue;;1899-12-31T19:52:33-04:17;OUI;48.8492902734,2.35621122947
136305.0;Magnolia;Magnolia;grandiflora;JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT;Arbre;Jardin;PARIS 16E ARRDT;;;40021;190.0;9.0;Mature;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8472736385,2.25198968756
121940.0;Noisetier de Byzance;Corylus;colurna;SQUARE EDOUARD VAILLANT / 50 AVENUE GAMBETTA;Arbre;Jardin;PARIS 20E ARRDT;20/jun;;201005;160.0;16.0;Mature;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8658336196,2.40008292539
317250.0;Platane;Platanus;x hispanica;SQUARE MONTHOLON / 79 BIS RUE LA FAYETTE;Arbre;Jardin;PARIS 9E ARRDT;;;108001;465.0;25.0;Mature;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.876921106,2.34671864206
2002344.0;Orme de Sibérie;Zelkova;carpinifolia;MOULIN DE LONGCHAMP - ROUTE DES TRIBUNES;Arbre;Jardin;BOIS DE BOULOGNE;16/jun;;601001;321.0;16.0;Mature;Inconnue;;1895-12-31T19:52:33-04:17;OUI;48.8625497049,2.23789840571
102053.0;Arbre aux quarante écus;Ginkgo;biloba;PARC DES BUTTES CHAUMONT;Arbre;Jardin;PARIS 19E ARRDT;;;G0310005;270.0;24.0;Adulte;Inconnue;;1699-12-31T20:15:33-03:54;OUI;48.8823220504,2.38408821582
